Time,Heading angle,CoG position/X,CoG position/Y,CoG position/Yaw,CoG Acceleration/X,CoG Acceleration/Y,Speed/X,Speed/Y,Slip angle
s,бу,m,m,бу,m/s?,m/s?,km/h,km/h,бу
50.898,-383.724,-74.078,-7.52157,-22.8735,-0.613023,-0.300781,23.6644,-0.351709,-0.850876
50.9975,-383.44,-73.4816,-7.78279,-23.1312,-0.649243,0.828501,23.4345,-0.126446,-0.309238
51.098,-382.224,-72.8817,-8.03609,-22.9429,-0.633239,1.83738,23.2223,0.292028,0.719236
51.1975,-380.796,-72.2871,-8.27009,-22.3155,-0.593767,1.37328,23.0087,0.61101,1.51933
51.2975,-379.789,-71.6899,-8.49046,-21.5346,-0.561577,0.892862,22.8112,0.695921,1.74595
51.398,-379.217,-71.0917,-8.70172,-20.761,-0.51537,0.374551,22.6266,0.610399,1.54443
51.4975,-379.16,-70.5031,-8.90625,-20.1958,-0.942607,-0.0712773,22.4312,0.405535,1.03554
51.5985,-379.105,-69.9138,-9.11092,-19.8605,-1.00791,0.177017,22.0349,0.290619,0.755522
51.6975,-378.82,-69.3442,-9.30681,-19.5355,-0.605996,0.379971,21.7899,0.27219,0.715227
51.7985,-378.446,-68.7677,-9.50114,-19.1977,-0.59318,0.367706,21.5747,0.283435,0.752153
51.8975,-378.105,-68.2071,-9.68626,-18.8689,-0.598229,0.336228,21.364,0.284973,0.763743
51.9975,-377.776,-67.6453,-9.86814,-18.5394,-0.599349,0.327877,21.15,0.281789,0.762888
52.098,-377.444,-67.0854,-10.0459,-18.211,-0.601601,0.339863,20.9345,0.280606,0.767523
52.198,-377.05,-66.5329,-10.2176,-17.8799,-0.629763,0.631413,20.7174,0.300404,0.830289
52.2975,-376.06,-65.9872,-10.3802,-17.4027,-0.653382,1.37065,20.487,0.480391,1.34228
52.3975,-374.736,-65.4413,-10.5305,-16.6659,-0.637805,1.22821,20.2634,0.683377,1.93011
52.498,-373.602,-64.8954,-10.6681,-15.7974,-0.618837,0.977976,20.0486,0.76894,2.19507
52.598,-372.53,-64.3554,-10.7935,-14.8847,-0.644772,1.08049,19.8339,0.815897,2.35442
52.698,-371.135,-63.8188,-10.9062,-13.8494,-0.723268,1.48616,19.6023,0.929968,2.71466
52.7975,-369.414,-63.2884,-11.0025,-12.6451,-0.821229,1.80995,19.3533,1.0932,3.23113
52.898,-367.474,-62.7567,-11.0815,-11.2454,-0.830761,1.78573,19.0882,1.25882,3.77093
52.9975,-365.38,-62.235,-11.1403,-9.68155,-0.934071,2.02091,18.8119,1.41589,4.30191
53.098,-363.093,-61.7137,-11.179,-7.92922,-0.941037,1.98713,18.5192,1.56769,4.83612
53.1985,-360.43,-61.1994,-11.1952,-5.97916,-1.17472,2.48317,18.1871,1.76792,5.54913
53.2975,-357.263,-60.702,-11.1854,-3.77797,-1.54262,3.09473,17.798,2.03356,6.51451
53.3985,-353.712,-60.2067,-11.1462,-1.23527,-1.44773,2.76461,17.3627,2.29422,7.52287
53.4975,-350.246,-59.7353,-11.0797,1.46461,-1.54414,2.74072,16.9407,2.46942,8.28914
53.5975,-346.804,-59.2747,-10.9861,4.33049,-1.47024,2.53642,16.5263,2.57891,8.86521
53.698,-343.474,-58.8288,-10.8675,7.28992,-2.09572,2.25626,16.1223,2.62281,9.23623
53.798,-340.372,-58.4072,-10.7296,10.1994,-2.6529,1.83837,15.3717,2.55361,9.4289
53.8975,-337.503,-58.017,-10.5793,12.9718,-3.17198,1.48797,14.4533,2.4261,9.52568
53.998,-334.764,-57.6575,-10.4201,15.6073,-2.88743,1.22105,13.3092,2.2587,9.62898
54.098,-332.39,-57.3282,-10.2564,18.0466,-1.08191,1.32585,12.8794,2.17054,9.56292
54.1975,-330.033,-57.0153,-10.0844,20.4007,-1.00776,1.33097,12.601,2.12426,9.56621
54.2975,-327.663,-56.715,-9.90278,22.709,-1.02324,1.25949,12.3203,2.09046,9.62782
54.398,-325.368,-56.4275,-9.71251,24.9752,-1.01939,1.17141,12.0321,2.04775,9.65688
54.4975,-323.167,-56.157,-9.51781,27.1674,-0.761776,1.12469,11.7511,2.00168,9.66545
54.5975,-320.997,-55.899,-9.31671,29.3196,-0.634313,1.07371,11.4757,1.95846,9.68357
54.6975,-318.917,-55.6528,-9.10978,31.4318,-0.489509,1.10287,11.3596,1.93198,9.65108
54.7975,-316.824,-55.4165,-8.89596,33.5236,-0.396348,1.10477,11.2679,1.9166,9.65238
54.8975,-314.752,-55.1895,-8.6751,35.5991,-0.256043,1.10879,11.2194,1.90753,9.64845
54.9985,-312.677,-54.969,-8.44439,37.689,-0.135759,1.12546,11.2178,1.90428,9.63381
55.098,-310.635,-54.7597,-8.20902,39.7495,0.01585,1.15524,11.2635,1.90826,9.6153
55.1975,-308.879,-54.5571,-7.96483,41.8005,0.586928,0.676526,11.4063,1.87202,9.32007
55.2985,-307.752,-54.3541,-7.70761,43.7683,0.647426,0.734682,11.6806,1.74148,8.47988
55.398,-306.511,-54.1545,-7.44441,45.6012,0.644602,1.01758,11.9753,1.65905,7.88762
55.498,-304.734,-53.9565,-7.16823,47.4484,0.676797,1.25311,12.2648,1.68386,7.81763
55.598,-302.8,-53.763,-6.87866,49.3361,0.76127,1.30342,12.5807,1.73751,7.86362
55.6975,-300.89,-53.5754,-6.5764,51.2628,0.812041,1.33967,12.9226,1.78084,7.84678
55.798,-299.169,-53.3908,-6.25633,53.2423,1.04431,1.06306,13.3159,1.77387,7.58839
55.898,-298.038,-53.2094,-5.92316,55.1184,1.19152,0.776909,13.781,1.65382,6.84376
55.998,-296.877,-53.0287,-5.57556,56.8849,1.08688,1.08099,14.2371,1.55608,6.2381
56.098,-295.281,-52.8511,-5.21297,58.6343,1.00394,1.36981,14.6584,1.56243,6.08481
56.198,-293.467,-52.6798,-4.83474,60.4251,0.998765,1.46386,15.0659,1.61201,6.10805
56.298,-291.757,-52.516,-4.44066,62.2543,1.13554,1.193,15.4917,1.62491,5.98856
56.3975,-290.979,-52.3574,-4.03321,63.9472,1.45485,0.159322,16.004,1.42075,5.07375
56.498,-290.852,-52.1949,-3.60748,65.3273,1.33337,0.257896,16.5352,1.10423,3.82078
56.598,-290.523,-52.0295,-3.17063,66.4415,1.24102,0.651007,17.0259,0.902909,3.03582
56.6975,-289.576,-51.8656,-2.72213,67.4928,1.18175,1.00436,17.4744,0.894634,2.93126
56.798,-288.422,-51.7046,-2.25434,68.5745,1.17237,1.06038,17.9168,0.939907,3.00353
56.898,-287.353,-51.5491,-1.77187,69.6821,3.65359,1.07615,18.6846,0.967664,2.96522
56.9975,-286.259,-51.3931,-1.25625,70.8648,3.98046,1.53808,20.2456,1.01653,2.87635
57.098,-284.471,-51.2384,-0.695022,72.2472,1.53028,2.3982,21.2417,1.21656,3.28224
57.198,-282.225,-51.1004,-0.113232,73.9026,0.906375,2.41002,21.6848,1.46647,3.87204
57.298,-280.071,-50.983,0.484394,75.7625,0.921552,2.26884,22.0616,1.60627,4.16636
57.3975,-278.092,-50.8858,1.09332,77.707,0.799401,2.31096,22.4393,1.64768,4.20108
57.498,-275.912,-50.8085,1.72251,79.7768,3.24848,2.7775,23.0414,1.73649,4.31088
57.5975,-273.499,-50.7548,2.37548,82.0841,2.16715,3.10612,24.1517,1.86417,4.4169
57.698,-270.917,-50.7285,3.06104,84.5346,0.947754,3.22297,24.7741,1.96895,4.54842
57.798,-268.307,-50.7333,3.75509,87.043,-1.02094,3.10323,24.893,2.02355,4.65022
57.898,-265.715,-50.7695,4.44377,89.5837,-1.08503,2.99986,24.5985,2.02271,4.7011
57.9975,-263.516,-50.834,5.11903,92.0463,-0.758757,2.04576,24.351,1.8906,4.43796
58.0985,-262.045,-50.9205,5.79582,94.1948,-0.64763,1.49516,24.1715,1.58903,3.75968
58.198,-261.088,-51.0186,6.45557,95.9001,-0.554718,0.990988,24.0117,1.26374,3.01162
58.298,-260.159,-51.1269,7.11204,97.3089,-0.584123,1.15699,23.8356,1.05471,2.5325
58.3985,-258.98,-51.2468,7.76436,98.5988,-0.62647,1.42541,23.6374,1.00008,2.42116
58.498,-257.705,-51.3785,8.40196,99.8481,-0.619654,1.37607,23.4338,1.00193,2.44657
58.598,-256.749,-51.5225,9.03457,101.03,-0.544607,0.82358,23.248,0.902212,2.22108
58.6985,-256.395,-51.6732,9.6638,101.95,-0.492424,0.18446,23.0797,0.666958,1.65474
58.7975,-256.448,-51.8221,10.2786,102.561,-0.510684,-0.487492,22.913,0.396649,0.991722
58.8975,-256.98,-51.9678,10.8938,102.789,-0.609935,-0.657935,22.6118,0.0911328,0.231403
58.9975,-257.788,-52.1044,11.504,102.684,-0.542537,-0.895035,22.4128,-0.185169,-0.472365
59.098,-258.433,-52.2324,12.1137,102.366,-0.585328,-0.502898,22.2182,-0.310023,-0.798516
59.1975,-258.701,-52.3533,12.7129,102.037,-0.572858,-0.132972,22.0109,-0.283736,-0.738092
59.298,-258.694,-52.473,13.3129,101.782,-0.609639,0.254242,21.8195,-0.181527,-0.476575
59.3975,-258.438,-52.5918,13.9012,101.674,-0.52059,0.328047,21.6186,-0.0421833,-0.112009
59.498,-257.941,-52.7145,14.4893,101.738,-0.538322,0.688306,21.4279,0.120126,0.320703
59.598,-257.296,-52.8417,15.0681,101.995,-0.539264,0.551087,21.2339,0.26299,0.708867
59.698,-256.862,-52.9731,15.6402,102.325,-0.600613,0.345097,21.0261,0.298799,0.813598
59.798,-256.552,-53.1068,16.2057,102.653,-0.603549,0.290817,20.811,0.288741,0.794498
59.898,-256.245,-53.242,16.7647,102.979,-0.604252,0.310018,20.5952,0.278944,0.775589
59.998,-255.915,-53.3789,17.3171,103.302,-0.609289,0.377059,20.3789,0.278872,0.783608
60.0975,-255.459,-53.5173,17.86,103.647,-0.637309,0.473953,20.1576,0.314977,0.894717
60.198,-254.785,-53.6609,18.4008,104.07,-0.705678,0.726024,19.917,0.398468,1.14543
60.298,-253.902,-53.8092,18.9304,104.612,-0.61576,0.962664,19.6865,0.511163,1.4864
60.3975,-252.957,-53.9637,19.4493,105.276,-0.596882,0.819339,19.4766,0.601198,1.76696
60.498,-252.155,-54.126,19.9654,105.994,-0.585391,0.665497,19.2711,0.623171,1.85121
60.598,-251.452,-54.2924,20.4715,106.707,-0.583184,0.62085,19.0686,0.613194,1.84108
60.6975,-250.76,-54.4623,20.9678,107.41,-0.583561,0.623464,18.8671,0.603277,1.83067
60.7975,-249.926,-54.6375,21.4589,108.124,-0.648849,1.06568,18.6589,0.635507,1.94987
60.898,-248.629,-54.8206,21.9436,108.968,-0.670947,1.20994,18.4307,0.77387,2.40315
60.998,-247.214,-55.0121,22.4155,109.961,-0.677919,1.18616,18.2007,0.898657,2.82528
61.0975,-245.998,-55.211,22.8748,111.016,-0.640043,0.933424,17.983,0.938461,2.98602
61.1975,-244.707,-55.4181,23.3268,112.107,-0.726488,1.31636,17.7578,0.988876,3.18609
61.298,-242.921,-55.6355,23.7694,113.361,-0.764548,1.49799,17.5047,1.13826,3.71879
61.3975,-241.049,-55.8618,24.1943,114.76,-0.74655,1.37903,17.2536,1.26473,4.19056
61.498,-239.494,-56.0999,24.6107,116.21,-0.699955,1.13651,17.0258,1.27921,4.29525
61.598,-238.097,-56.3441,25.0137,117.641,-0.685095,1.08685,16.8087,1.25299,4.26186
61.6975,-236.704,-56.5935,25.4036,119.046,-0.679103,1.08919,16.5948,1.2334,4.24934
61.798,-235.291,-56.8516,25.7862,120.447,-0.669804,1.06773,16.3807,1.22107,4.26185
61.898,-233.9,-57.1143,26.1557,121.824,-1.34901,1.01976,16.1584,1.20861,4.27643
61.998,-232.498,-57.3789,26.5092,123.175,-2.14268,0.876589,15.5169,1.17442,4.32716
62.098,-231.155,-57.6389,26.8399,124.474,-2.80016,0.721603,14.657,1.12066,4.37113
62.1975,-229.893,-57.8877,27.1419,125.694,-2.85707,0.58391,13.5434,1.04543,4.41278
62.298,-228.764,-58.1303,27.4242,126.842,-0.741847,0.648487,13.1388,1.00991,4.39385
62.3975,-227.654,-58.3709,27.6934,127.95,-0.6571,0.659332,12.9159,0.993268,4.39613
62.498,-226.531,-58.615,27.9559,129.046,-0.633021,0.629141,12.6923,0.982048,4.42321
62.598,-225.471,-58.8598,28.2093,130.121,-0.0929936,0.642159,12.6256,0.973508,4.40818
62.6975,-224.412,-59.1073,28.4563,131.187,-0.134982,0.647594,12.6022,0.970159,4.40144
62.798,-223.336,-59.3614,28.7005,132.26,-0.115876,0.646261,12.5745,0.968692,4.40458
62.8985,-222.265,-59.6195,28.9395,133.33,-0.0827742,0.644003,12.5564,0.967281,4.40454
62.998,-221.261,-59.8792,29.1712,134.384,-0.00942538,0.559128,12.5559,0.956256,4.35477
63.0975,-220.466,-60.1427,29.399,135.403,0.067237,0.451605,12.5846,0.90894,4.13078
63.198,-220.029,-60.4122,29.6269,136.339,0.180115,0.178576,12.6477,0.802977,3.63256
63.298,-219.851,-60.683,29.8535,137.137,0.273216,-0.0755294,12.7337,0.669943,3.01159
63.3975,-219.753,-60.9547,30.0799,137.795,0.255877,0.148434,12.8314,0.549348,2.45146
63.498,-219.438,-61.232,30.3094,138.373,0.163344,0.29893,12.9298,0.494281,2.18917
63.598,-218.895,-61.511,30.5367,138.918,0.0733358,0.368351,12.9612,0.494894,2.18653
63.698,-218.321,-61.7929,30.7619,139.461,0.10184,0.356223,12.9976,0.5035,2.21824
63.798,-217.828,-62.0779,30.985,140.001,0.164624,0.199921,13.0466,0.494725,2.17143
63.8985,-217.53,-62.3672,31.2083,140.508,0.229479,0.1869,13.122,0.449608,1.96229
63.998,-217.204,-62.6566,31.4293,140.972,0.248816,0.268866,13.2129,0.420849,1.82424
64.0975,-216.75,-62.9494,31.6498,141.432,0.134398,0.318708,13.2894,0.421871,1.81811
64.198,-216.261,-63.2481,31.8709,141.898,-0.0151485,0.308163,13.3133,0.427925,1.84085
64.298,-215.792,-63.5472,32.0884,142.362,-0.116252,0.294897,13.2914,0.42824,1.84522
64.3975,-215.332,-63.8457,32.3018,142.824,-0.173062,0.291845,13.242,0.426392,1.8441
64.4975,-214.869,-64.146,32.5129,143.285,-0.204152,0.289324,13.1769,0.424598,1.84538
64.598,-214.405,-64.448,32.7215,143.747,-0.454319,0.284503,13.1008,0.422656,1.8476
64.698,-213.939,-64.7467,32.9242,144.202,-0.770709,0.263047,12.8711,0.41761,1.85812
64.798,-213.496,-65.0429,33.1219,144.652,-0.206055,0.268295,12.7726,0.413242,1.85284
64.8975,-213.052,-65.3375,33.3152,145.096,-0.161598,0.270154,12.7088,0.410905,1.85162
64.998,-212.605,-65.6352,33.5072,145.543,-0.0533886,0.270824,12.6715,0.409809,1.85213
65.098,-212.163,-65.9326,33.6959,145.987,0.080183,0.274025,12.6802,0.409616,1.85001
65.198,-211.721,-66.2322,33.8826,146.431,0.187182,0.27962,12.7327,0.410657,1.84708
65.298,-211.275,-66.535,34.0681,146.879,0.271313,0.286993,12.8186,0.41335,1.84675
65.3985,-210.825,-66.8431,34.2536,147.331,0.388418,0.294067,12.9405,0.416663,1.84404
65.498,-210.377,-67.153,34.4369,147.784,0.51297,0.304187,13.1063,0.420874,1.83914
65.5975,-209.881,-67.4689,34.6203,148.245,0.628992,0.404913,13.3162,0.435812,1.8744
65.698,-209.074,-67.7955,34.8051,148.77,0.792511,0.730279,13.564,0.510578,2.1556
65.798,-207.989,-68.1305,34.9873,149.418,0.774953,0.753298,13.8588,0.627657,2.59301
65.898,-206.627,-68.4762,35.1659,150.21,1.22843,1.13977,14.1473,0.78174,3.1627
65.9985,-204.914,-68.8409,35.3422,151.232,1.88229,1.63272,14.8572,1.00085,3.85391
66.098,-202.904,-69.2232,35.5116,152.504,-0.190032,1.50187,15.1801,1.21914,4.59245
66.1975,-200.967,-69.6118,35.6678,153.935,-0.759891,1.18328,14.991,1.33736,5.09826
66.2975,-199.435,-70.001,35.8108,155.405,-0.76843,0.956839,14.7473,1.33197,5.1606
66.3975,-197.988,-70.3873,35.9417,156.862,-0.776608,1.08298,14.5077,1.30781,5.15029
66.498,-196.052,-70.7727,36.06,158.383,-0.818795,1.31561,14.2451,1.3882,5.56473
66.5975,-193.961,-71.1514,36.1613,159.995,-0.825106,1.24285,13.9808,1.48052,6.04343
66.698,-192.198,-71.5303,36.2491,161.639,-0.789912,1.00673,13.7326,1.48325,6.16338
66.798,-190.62,-71.9031,36.3243,163.251,-0.768201,0.952835,13.4943,1.44918,6.12853
66.898,-189.046,-72.2712,36.388,164.835,-0.77304,0.94519,13.2567,1.4214,6.1189
66.998,-187.472,-72.6344,36.4407,166.391,-0.778528,0.912994,13.0157,1.39972,6.13704
67.098,-185.959,-72.9931,36.4828,167.921,-0.168157,0.92286,12.8894,1.38221,6.11987
67.1975,-184.597,-73.3497,36.5157,169.419,-0.160049,0.80904,12.8803,1.35033,5.98414
67.298,-183.358,-73.71,36.5406,170.879,-0.149231,0.760897,12.8567,1.2977,5.76314
67.3975,-182.27,-74.0665,36.558,172.26,-0.0473588,0.620565,12.8529,1.231,5.47047
67.498,-181.502,-74.427,36.5696,173.552,0.157033,0.210393,12.8899,1.11557,4.94613
67.5975,-181.055,-74.7853,36.5775,174.677,0.170661,0.326815,12.9633,0.967292,4.26725
67.6975,-180.656,-75.1475,36.5829,175.666,0.262067,0.253158,13.0585,0.839648,3.6789
67.7975,-180.215,-75.5125,36.5857,176.541,0.297157,0.357305,13.1721,0.746629,3.24411
67.8975,-179.618,-75.8806,36.5852,177.343,0.336892,0.482727,13.2972,0.705945,3.03885
67.9975,-178.835,-76.2524,36.5803,178.135,0.385839,0.556686,13.4369,0.711164,3.02949
68.098,-178.07,-76.6301,36.5699,178.936,0.474465,0.383023,13.5986,0.711223,2.99377
68.1975,-178.245,-77.0089,36.557,179.603,0.6095,-0.581411,13.806,0.518839,2.15219
68.298,-178.951,-77.3953,36.5476,179.962,-0.0316062,-0.376787,13.8299,0.262237,1.08629
68.398,-179.308,-77.7804,36.542,-179.845,0.635149,-0.063465,13.9509,0.130677,0.536747
68.4985,-179.406,-78.1732,36.5375,-179.709,0.669904,-0.0867189,14.189,0.075138,0.30342
68.598,-179.819,-78.5687,36.5347,-179.699,0.681886,-0.307794,14.4313,-0.0304514,-0.120854
68.698,-180.058,-78.9731,36.5345,-179.767,0.706134,-0.0597712,14.6811,-0.0747234,-0.291591
68.7975,-179.909,-79.3824,36.5346,-179.807,0.712156,0.163587,14.9359,-0.0267424,-0.10259
68.898,-179.701,-79.803,36.533,-179.794,0.722322,0.0883021,15.1954,0.0246773,0.0930431
68.998,-179.647,-80.2287,36.5306,-179.767,0.733757,0.00889235,15.457,0.0322017,0.119362
69.098,-179.641,-80.6618,36.5279,-179.738,0.742119,0.0111324,15.7228,0.0264254,0.0962969
69.198,-179.617,-81.1023,36.525,-179.708,0.748565,0.0253933,15.9916,0.025332,0.0907608
69.2985,-179.586,-81.5526,36.5219,-179.678,0.753691,0.0239805,16.2636,0.026328,0.0927519
69.398,-179.609,-82.0059,36.5186,-179.655,0.75748,-0.0948485,16.5345,0.0131516,0.0455732
69.498,-179.776,-82.469,36.5161,-179.671,0.74914,-0.151566,16.8062,-0.0307781,-0.104933
69.6155,-179.97,-83.0227,36.515,-179.746,0.751107,-0.0894575,17.1232,-0.0667225,-0.223264
69.7155,-180.044,-83.5021,36.5151,-179.819,0.74475,-0.0522808,17.3919,-0.0683169,-0.225063
69.816,-180.106,-83.9914,36.5157,-179.894,0.745706,-0.0606406,17.6608,-0.0652692,-0.211749
69.9155,-180.179,-84.4833,36.5169,-179.969,0.746474,-0.0694762,17.9286,-0.0655557,-0.209502
70.016,-180.255,-84.9881,36.5188,179.954,1.80838,-0.0717278,18.2971,-0.0667857,-0.209135
70.116,-180.328,-85.509,36.5215,179.875,2.97417,-0.0806638,19.2713,-0.0681586,-0.202679
70.2155,-180.409,-86.0542,36.525,179.793,1.43221,-0.0890783,20.0681,-0.0705421,-0.201512
70.316,-180.497,-86.6202,36.5295,179.707,0.767659,-0.085681,20.4386,-0.0727799,-0.204105
70.416,-180.562,-87.1917,36.5348,179.623,0.739716,0.0456154,20.7078,-0.0666707,-0.184506
70.516,-180.424,-87.7705,36.54,179.586,0.687393,0.228449,20.965,-0.00371685,-0.0101406
70.6155,-180.165,-88.3536,36.5429,179.647,0.759551,0.209369,21.2268,0.0695183,0.187673
70.7165,-180.018,-88.953,36.5438,179.742,0.731909,0.106239,21.4959,0.090101,0.240168
70.8155,-179.934,-89.5477,36.5435,179.839,0.614993,0.0894756,21.7513,0.0858894,0.226248
70.916,-179.844,-90.1585,36.5423,179.94,0.739834,0.106309,22.007,0.083,0.216093
71.016,-179.744,-90.7734,36.5401,-179.959,0.718917,0.112696,22.2667,0.0837377,0.215471
71.116,-179.675,-91.3956,36.5369,-179.861,0.669287,-0.0591172,22.5262,0.0731523,0.186064
71.2165,-179.86,-92.0281,36.534,-179.83,0.72382,-0.311457,22.7854,-0.0117813,-0.0296293
71.316,-180.237,-92.6615,36.5346,-179.939,0.669366,-0.374641,23.0384,-0.1198,-0.29796
71.416,-180.497,-93.3049,36.5388,179.889,0.726282,-0.231073,23.2923,-0.15696,-0.386094
71.516,-180.67,-93.9556,36.5455,179.707,0.673858,-0.189361,23.5469,-0.155106,-0.377407
71.616,-180.837,-94.6131,36.5542,179.523,0.705959,-0.206447,23.7976,-0.149561,-0.360081
71.716,-181.003,-95.2775,36.5649,179.34,0.715926,-0.164663,24.046,-0.143865,-0.342787
71.816,-181.034,-95.9489,36.577,179.194,0.700513,0.0653378,24.2973,-0.0965539,-0.227683
71.9165,-180.975,-96.6407,36.5891,179.121,4.05952,0.00947048,25.4719,-0.04262,-0.0958383
72.016,-180.985,-97.3626,36.6014,179.073,2.85833,-0.0419223,26.6768,-0.0269214,-0.0578214
72.1165,-181.032,-98.1209,36.6147,179.029,2.34685,-0.0788254,27.6157,-0.0292287,-0.0607652
72.216,-181.086,-98.8903,36.629,178.984,0.543081,-0.0679776,27.9586,-0.034525,-0.0708346
72.3155,-181.132,-99.6656,36.644,178.939,0.496652,-0.0560894,28.1462,-0.0351249,-0.0715358
72.416,-181.09,-100.454,36.6595,178.912,0.50817,0.15553,28.3324,-0.000694703,-0.00140304
72.5155,-180.768,-101.239,36.6725,179.002,0.495711,0.592039,28.5174,0.114397,0.229835
72.616,-180.281,-102.038,36.6798,179.263,0.482104,0.654969,28.7007,0.228604,0.456311
72.7155,-179.87,-102.834,36.6807,179.595,0.423741,0.51883,28.8626,0.269568,0.535028
72.816,-179.525,-103.642,36.6764,179.939,0.428648,0.469289,29.0198,0.271613,0.536147
72.916,-179.226,-104.45,36.6675,-179.723,0.445762,0.305432,29.1799,0.253012,0.496682
73.016,-179.08,-105.263,36.6552,-179.442,0.537607,0.0941005,29.3603,0.1855,0.361933
73.1155,-179.113,-106.077,36.6422,-179.278,0.50017,-0.145599,29.5519,0.0854224,0.165614
73.2155,-179.254,-106.9,36.6304,-179.241,0.493223,-0.223897,29.7399,-0.00697879,-0.0134228
73.3155,-179.438,-107.729,36.6209,-179.304,0.546659,-0.24123,29.9334,-0.0699224,-0.133799
73.416,-179.578,-108.567,36.6138,-179.412,0.481293,-0.177961,30.1228,-0.0872117,-0.165847
73.5155,-179.69,-109.402,36.6085,-179.526,0.524848,-0.162587,30.2958,-0.0867293,-0.163993
73.616,-179.8,-110.251,36.6047,-179.642,0.536304,-0.166983,30.4862,-0.0839386,-0.157726
73.776,-179.983,-111.612,36.6021,-179.827,0.539396,-0.173932,30.7901,-0.0835386,-0.155425
73.8755,-180.098,-112.466,36.6027,-179.943,0.515358,-0.175908,30.9805,-0.0837131,-0.154793
73.976,-180.215,-113.334,36.6051,179.939,0.512359,-0.177873,31.1669,-0.0838796,-0.154173
74.076,-180.332,-114.202,36.6093,179.821,0.514764,-0.179953,31.3565,-0.084011,-0.15348
74.176,-180.45,-115.076,36.6152,179.703,0.538641,-0.181949,31.5475,-0.0841305,-0.152768
74.2755,-180.568,-115.95,36.623,179.584,0.538978,-0.184065,31.7407,-0.0842492,-0.152053
74.376,-180.687,-116.839,36.6328,179.464,0.540534,-0.186284,31.9358,-0.0843695,-0.15134
74.4755,-180.806,-117.724,36.6443,179.344,0.539183,-0.188344,32.1312,-0.0844761,-0.15061
74.576,-180.927,-118.624,36.6579,179.223,0.534727,-0.190468,32.3177,-0.0845916,-0.149944
74.6755,-181.048,-119.52,36.6734,179.102,0.520661,-0.192637,32.5121,-0.0846863,-0.149214
74.776,-181.148,-120.43,36.6909,178.982,0.523302,-0.0482168,32.6929,-0.0744225,-0.130402
74.876,-181.109,-121.34,36.7091,178.919,0.520207,0.153667,32.87,-0.0161461,-0.0281435
74.9765,-181.001,-122.26,36.726,178.948,0.524575,0.149033,33.0577,0.0297197,0.0514893
75.1505,-180.882,-123.866,36.7522,179.045,0.540999,0.0890609,33.3797,0.0426319,0.0731597
75.25,-180.827,-124.791,36.766,179.104,0.535829,0.0936007,33.569,0.0406579,0.0693797
75.35,-180.769,-125.726,36.779,179.163,0.554501,0.0975819,33.7728,0.0402022,0.0681891
75.45,-180.709,-126.667,36.7911,179.223,0.530905,0.0989407,33.9655,0.0403524,0.0680557
75.5495,-180.649,-127.608,36.8023,179.283,0.536495,0.0996251,34.1514,0.0404595,0.0678638
75.65,-180.589,-128.564,36.8126,179.343,0.516521,0.1005,34.3296,0.0404841,0.0675516
75.7495,-180.529,-129.515,36.8219,179.403,0.46988,0.101627,34.5184,0.0404865,0.0671859
75.8495,-180.469,-130.477,36.8302,179.464,0.522929,0.102638,34.7098,0.0404922,0.066825
75.95,-180.408,-131.448,36.8377,179.526,0.524868,0.103749,34.9074,0.0404953,0.0664524
76.0505,-180.346,-132.426,36.8441,179.587,0.537552,0.104802,35.1031,0.0405008,0.0660911
76.1495,-180.286,-133.394,36.8494,179.649,0.514019,0.105905,35.2928,0.0405103,0.065751
76.2495,-180.226,-134.377,36.8538,179.71,0.556694,0.103479,35.4821,0.0397739,0.0642105
76.35,-180.166,-135.37,36.8572,179.771,0.536891,0.104679,35.6778,0.0394509,0.0633401
76.484,-180.085,-136.702,36.8601,179.853,-0.0719966,0.102435,35.8299,0.0388784,0.0621498
76.584,-180.028,-137.704,36.8611,179.913,1.64054,0.103976,36.4038,0.0377546,0.0594197
76.6845,-179.969,-138.727,36.861,179.973,0.981547,0.108355,36.868,0.0374332,0.0582155
76.784,-179.908,-139.75,36.8599,-179.967,0.576443,0.109892,37.1408,0.0379538,0.0585705
76.884,-179.87,-140.781,36.8578,-179.91,-0.388671,-0.0357518,37.0457,0.0264057,0.0408258
76.9835,-179.924,-141.803,36.8559,-179.903,-0.398527,-0.148044,36.9037,-0.0135101,-0.0209406
77.084,-180.01,-142.831,36.8553,-179.953,-0.393681,-0.1453,36.7604,-0.0366327,-0.0569652
77.184,-180.084,-143.851,36.8562,179.984,-0.392084,-0.118535,36.6191,-0.0434187,-0.0678072
77.284,-180.148,-144.866,36.8582,179.918,-0.392497,-0.112576,36.4779,-0.0424829,-0.0666117
77.384,-180.213,-145.877,36.8614,179.852,-0.392907,-0.114879,36.3366,-0.0414814,-0.0652918
77.4835,-180.279,-146.879,36.8657,179.787,-0.393392,-0.115218,36.1958,-0.0413255,-0.065298
77.584,-180.345,-147.888,36.8712,179.721,-0.393946,-0.114422,36.0534,-0.0413648,-0.0656186
77.684,-180.41,-148.887,36.8778,179.656,-0.394524,-0.113515,35.9115,-0.0413961,-0.0659286
77.7835,-180.475,-149.878,36.8855,179.591,-0.395126,-0.112646,35.7701,-0.041412,-0.0662157
77.884,-180.541,-150.874,36.8943,179.526,-1.16705,-0.108522,35.5735,-0.0412061,-0.0662509
77.984,-180.603,-151.853,36.9041,179.462,-2.74572,-0.101534,34.8027,-0.0397134,-0.0652221
