Time,Heading angle,CoG position/X,CoG position/Y,CoG position/Yaw,CoG Acceleration/X,CoG Acceleration/Y,Speed/X,Speed/Y,Slip angle
s,бу,m,m,бу,m/s?,m/s?,km/h,km/h,бу
24.8435,-269.592,-190.406,-61.7375,90.6784,-0.435336,-0.298766,33.8812,-0.160088,-0.270297
24.9435,-269.692,-190.411,-60.7986,90.4886,-0.430441,-0.142214,33.7264,-0.106635,-0.180929
25.0435,-269.787,-190.416,-59.8639,90.356,-0.431106,-0.169821,33.5716,-0.0841528,-0.143459
25.144,-269.904,-190.418,-58.9289,90.2323,-0.431335,-0.198653,33.4158,-0.079649,-0.136368
25.2435,-270.028,-190.419,-58.0075,90.112,-0.431875,-0.198016,33.2613,-0.081138,-0.139559
25.3445,-270.151,-190.417,-57.0765,89.9905,-0.432316,-0.192941,33.1044,-0.0817643,-0.141308
25.4445,-270.271,-190.414,-56.1591,89.8707,-0.432753,-0.1908,32.9488,-0.0817418,-0.141939
25.5435,-270.39,-190.409,-55.2552,89.7526,-0.4332,-0.189115,32.7947,-0.0816899,-0.142518
25.6435,-270.509,-190.402,-54.3464,89.6339,-0.433686,-0.187365,32.6388,-0.0816333,-0.143103
25.744,-270.629,-190.393,-53.4375,89.515,-0.434194,-0.185625,32.482,-0.0815652,-0.143676
25.8435,-270.746,-190.382,-52.542,89.3979,-0.434714,-0.18391,32.3265,-0.0814916,-0.14424
25.944,-270.865,-190.369,-51.6418,89.2801,-0.435257,-0.182184,32.1693,-0.0814107,-0.144803
26.044,-270.986,-190.355,-50.7507,89.1629,-0.530306,-0.185267,31.995,-0.0831393,-0.148577
26.144,-271.113,-190.339,-49.8651,89.0437,-0.791338,-0.189407,31.754,-0.0871815,-0.156822
26.244,-271.146,-190.321,-48.9872,88.9394,-0.670721,0.12377,31.4907,-0.0467581,-0.0851366
26.344,-270.821,-190.306,-48.1161,89.0005,-0.590747,0.586502,31.2669,0.0970376,0.178278
26.4435,-270.469,-190.296,-47.2555,89.2144,-0.658288,0.512524,31.0328,0.17017,0.316437
26.5435,-270.172,-190.291,-46.3985,89.4555,-0.873166,0.38222,30.7252,0.200046,0.372247
26.644,-269.942,-190.291,-45.5466,89.7012,-0.848557,0.289974,30.4169,0.189676,0.356556
26.744,-269.84,-190.292,-44.7074,89.9149,-0.85386,0.0418777,30.1128,0.128518,0.244817
26.844,-269.889,-190.294,-43.8768,90.0099,-0.865898,-0.0366182,29.7916,0.0525471,0.101211
26.944,-269.902,-190.296,-43.0552,90.0518,-0.897364,0.00548614,29.4729,0.0235567,0.0459843
27.044,-269.926,-190.297,-42.2422,90.0783,-0.670726,-0.130141,29.1977,-0.00213823,-0.0042373
27.144,-270.212,-190.297,-41.4354,89.9987,-0.818783,-0.584502,28.9357,-0.106169,-0.210912
27.244,-270.561,-190.291,-40.6364,89.7841,-0.825121,-0.444328,28.6365,-0.172967,-0.34509
27.3445,-270.843,-190.281,-39.8418,89.5498,-0.541447,-0.301972,28.357,-0.195349,-0.392909
27.444,-271.04,-190.268,-39.061,89.3097,-0.61287,-0.29431,28.1591,-0.171691,-0.349833
27.5445,-271.289,-190.252,-38.2779,89.0735,-0.587626,-0.337805,27.9532,-0.176339,-0.362046
27.644,-271.532,-190.233,-37.5085,88.8432,-0.582199,-0.31831,27.7429,-0.181742,-0.374884
27.744,-271.751,-190.211,-36.741,88.613,-0.377798,-0.252791,27.5577,-0.175811,-0.364289
27.8435,-271.974,-190.187,-35.9821,88.377,-0.556467,-0.329146,27.3684,-0.167949,-0.351178
27.9445,-272.096,-190.159,-35.2173,88.1673,-0.46098,0.00219543,27.1942,-0.125125,-0.263585
28.044,-271.781,-190.133,-34.4685,88.1399,-0.466878,0.584939,27.0283,0.0374521,0.0791959
28.1435,-271.389,-190.113,-33.724,88.2988,-0.467014,0.429069,26.8617,0.146602,0.312056
28.244,-271.134,-190.097,-32.9767,88.4934,-0.469204,0.243868,26.6929,0.173686,0.372359
28.344,-270.96,-190.083,-32.2377,88.6928,-0.470091,0.220866,26.5244,0.160874,0.347215
28.444,-270.775,-190.072,-31.5033,88.8917,-0.471291,0.246576,26.3555,0.153586,0.333606
28.544,-270.576,-190.064,-30.7736,89.0888,-0.472669,0.249571,26.1861,0.153104,0.33471
28.644,-270.379,-190.058,-30.0486,89.2847,-0.474017,0.244762,26.0163,0.152843,0.336331
28.744,-270.183,-190.054,-29.3283,89.4793,-0.475432,0.241502,25.8459,0.152229,0.337194
28.844,-269.989,-190.053,-28.6128,89.6728,-0.476857,0.238539,25.675,0.151658,0.338169
28.944,-269.796,-190.054,-27.902,89.865,-0.4782,0.230645,25.5036,0.150827,0.338581
29.0435,-269.668,-190.058,-27.1995,90.0425,-0.47678,0.0786548,25.333,0.127895,0.289053
29.144,-269.639,-190.062,-26.4947,90.1672,-0.477837,0.00437933,25.1606,0.0852006,0.193955
29.2435,-269.612,-190.067,-25.8017,90.2522,-0.480242,0.0502014,24.989,0.0593316,0.136
29.344,-269.563,-190.071,-25.1065,90.3218,-0.481857,0.0718526,24.815,0.0498405,0.115016
29.4445,-269.499,-190.077,-24.4162,90.3862,-0.483618,0.0780917,24.6404,0.049619,0.115299
29.544,-269.433,-190.083,-23.7377,90.4491,-0.48533,0.0757021,24.467,0.0502916,0.117689
29.644,-269.369,-190.091,-23.0605,90.512,-0.487058,0.0732464,24.292,0.0503061,0.118572
29.7445,-269.317,-190.098,-22.3847,90.5744,-0.180185,0.0411327,24.1507,0.0459397,0.109078
29.844,-269.259,-190.107,-21.7181,90.6324,-0.239086,0.0841872,24.0936,0.0453045,0.108652
29.944,-269.217,-190.115,-21.0496,90.6875,0.106697,0.0732785,24.117,0.0388743,0.0952116
30.0435,-269.143,-190.125,-20.3844,90.7395,-0.00694716,0.0811642,24.1663,0.048906,0.117377
30.1445,-269.092,-190.135,-19.709,90.7932,0.509953,0.00754179,24.1733,0.0495998,0.115088
30.244,-269.058,-190.146,-19.0416,90.8523,-0.0266141,0.0597521,24.2362,0.0395415,0.0893258
30.344,-269.17,-190.157,-18.3695,90.8845,-0.14087,-0.337606,24.4127,-0.0220415,-0.0548139
30.4445,-269.491,-190.165,-17.6951,90.7797,-0.30421,-0.381593,24.2259,-0.114627,-0.271181
30.544,-269.851,-190.169,-17.03,90.5769,-0.226844,-0.437494,24.0623,-0.181318,-0.427553
30.644,-270.232,-190.168,-16.3619,90.3319,0.163612,-0.437179,24.0993,-0.236917,-0.563868
30.744,-270.747,-190.163,-15.6928,89.9902,-0.193198,-0.693456,24.0937,-0.307331,-0.737181
30.844,-271.463,-190.15,-15.0252,89.5279,-0.323902,-1.00064,23.9681,-0.410883,-0.990728
30.944,-272.41,-190.127,-14.3614,88.9493,-0.438666,-1.08374,23.8355,-0.565911,-1.35915
31.0445,-273.469,-190.094,-13.6991,88.189,-0.634586,-1.26287,23.6505,-0.686478,-1.65814
31.144,-274.742,-190.047,-13.05,87.2298,-0.694675,-1.67303,23.4165,-0.807493,-1.9723
31.2435,-276.239,-189.986,-12.4084,86.1216,-0.681717,-1.72045,23.1932,-0.956899,-2.3604
31.344,-278.043,-189.906,-11.7687,84.814,-0.833123,-2.258,22.9446,-1.14616,-2.85712
31.444,-280.297,-189.805,-11.1424,83.2309,-0.937361,-2.58058,22.6581,-1.39828,-3.52815
31.5445,-283.075,-189.678,-10.526,81.2909,-1.1973,-3.16854,22.3167,-1.70533,-4.36577
31.6445,-286.203,-189.522,-9.92935,79.0047,-1.42153,-3.4785,21.9325,-2.00095,-5.208
31.744,-289.503,-189.337,-9.35505,76.4338,-1.43186,-3.37948,21.5264,-2.24033,-5.93632
31.844,-293.051,-189.121,-8.80021,73.6019,-1.75785,-3.77701,21.0798,-2.46099,-6.65321
31.9435,-296.947,-188.876,-8.27452,70.5161,-1.86517,-3.80874,20.5716,-2.69713,-7.4628
32.044,-301.105,-188.599,-7.77448,67.1523,-2.07131,-3.90172,20.0201,-2.90808,-8.25755
32.144,-305.337,-188.295,-7.31075,63.6222,-2.07817,-3.73357,19.4544,-3.06974,-8.95932
32.244,-309.635,-187.967,-6.8829,59.9568,-2.19899,-3.69829,18.875,-3.19228,-9.59189
32.344,-313.944,-187.618,-6.49242,56.1996,-2.14893,-3.49032,18.2962,-3.2758,-10.1435
32.444,-318.284,-187.251,-6.14005,52.3891,-2.26707,-3.46041,17.7101,-3.34011,-10.6734
32.5435,-322.662,-186.873,-5.82822,48.5525,-2.36364,-3.39922,17.1151,-3.39552,-11.2145
32.644,-327.157,-186.482,-5.5531,44.6428,-2.32852,-3.22494,16.498,-3.44872,-11.8002
32.7435,-331.684,-186.088,-5.32061,40.7491,-3.35829,-2.95614,15.759,-3.47612,-12.4327
32.8435,-336.253,-185.698,-5.13009,36.8695,-3.60925,-2.49431,14.7295,-3.43541,-13.1224
32.944,-340.661,-185.32,-4.98102,33.0891,-3.989,-1.96825,13.5669,-3.32119,-13.7498
33.044,-344.575,-184.966,-4.87061,29.534,-1.99222,-1.72313,12.5091,-3.14528,-14.1087
33.1435,-347.96,-184.626,-4.78758,26.1837,-1.58665,-1.7097,12.0722,-3.04314,-14.144
33.2435,-351.376,-184.292,-4.7266,22.9102,-1.59187,-1.66596,11.674,-2.97348,-14.2864
33.3435,-354.726,-183.965,-4.68693,19.7308,-1.53179,-1.49651,11.274,-2.90715,-14.4565
33.444,-357.89,-183.646,-4.66648,16.633,-1.46415,-1.34916,10.8872,-2.82063,-14.5225
33.544,-360.409,-183.34,-4.66304,13.676,-3.53354,0.755808,10.3982,-2.60922,-14.0852
33.6435,-362.861,-183.063,-4.66837,11.3448,-2.37648,-0.892319,9.06843,-2.29558,-14.2062
33.7435,-365.004,-182.821,-4.68443,9.21334,-4.26476,-0.702592,7.69265,-1.94904,-14.2176
33.8445,-352.616,-182.617,-4.70669,7.38369,-4.32318,2.57199,6.39975,-1.70672,0
33.9435,-354.246,-182.446,-4.73167,5.75428,-2.13979,0.898598,5.82249,-1.51166,0
34.0445,-355.732,-182.287,-4.75742,4.26758,-3.62014,2.61065,5.27963,-1.30668,0
34.144,-356.969,-182.147,-4.78211,3.03093,1.78399,-3.29432,4.75238,-1.12434,0
34.244,-357.996,-182.021,-4.8052,2.00365,2.48894,-3.5404,4.24823,-0.941386,0
34.344,-358.818,-181.909,-4.82558,1.18179,3.22559,-3.40141,3.78568,-0.75877,0
34.444,-359.449,-181.81,-4.84263,0.550698,3.88268,-3.0077,3.27001,-0.577919,0
34.544,-359.953,-181.724,-4.85614,0.0474661,5.02345,-2.84466,3.00972,-0.449012,0
34.644,-360.357,-181.643,-4.86746,-0.356633,5.42613,-2.20567,2.87872,-0.356858,0
34.744,-360.67,-181.486,-4.8769,-0.669808,5.82638,-1.56643,2.81427,-0.277128,0
34.844,-360.909,-181.486,-4.88466,-0.9087,6.26837,-1.38062,2.83654,-0.210987,0
34.944,-361.105,-181.405,-4.89134,-1.10455,7.24358,-1.06677,3.06711,-0.177303,0
35.0435,-361.293,-181.313,-4.89809,-1.29286,-3.72111,0.780701,3.59994,-0.174641,0
35.144,-361.49,-181.202,-4.90587,-1.48966,5.88167,-0.648935,4.39227,-0.192141,0
35.244,-361.714,-181.068,-4.91539,-1.71405,3.01238,-0.179979,5.3583,-0.221614,0
35.344,-361.965,-180.904,-4.92713,-1.96469,3.16057,-0.142725,6.45346,-0.242874,0
35.444,-364.157,-180.709,-4.94126,-2.23398,3.28651,-0.0408332,7.61569,-0.255726,-1.92332
35.5445,-364.118,-180.48,-4.95783,-2.50714,3.32313,-0.0986662,8.81196,-0.247739,-1.61049
35.6435,-364.013,-180.222,-4.9762,-2.75632,3.33741,-0.00179068,10.0021,-0.219348,-1.25634
35.744,-363.815,-179.926,-4.99648,-2.96669,3.29552,0.0406739,11.2059,-0.165896,-0.848104
35.8435,-363.364,-179.6,-5.01702,-3.08529,3.26481,0.353196,12.3834,-0.0603913,-0.279081
35.944,-362.892,-179.239,-5.03653,-3.07437,3.12641,0.169746,13.5377,0.0430468,0.182773
36.044,-362.786,-178.848,-5.05579,-3.02415,2.97549,0.0235339,14.6373,0.0607885,0.238165
36.1435,-362.777,-178.429,-5.07614,-2.9686,2.76679,0.0265473,15.6679,0.0522873,0.191256
36.244,-362.729,-177.979,-5.09783,-2.90883,2.51063,0.066703,16.6191,0.0520223,0.179432
36.344,-362.444,-177.505,-5.1195,-2.81536,2.29459,0.494267,17.4827,0.113099,0.370954
36.444,-361.897,-177.008,-5.13831,-2.59532,3.52157,0.481723,18.3844,0.223876,0.69838
36.544,-361.517,-176.473,-5.15403,-2.28533,6.06552,0.387131,20.2718,0.271454,0.768084
36.6435,-361.205,-175.885,-5.168,-1.94754,3.896,0.412234,22.166,0.28687,0.74288
36.744,-360.837,-175.251,-5.1793,-1.59144,1.44603,0.450049,23.071,0.303196,0.754179
36.8435,-360.49,-174.605,-5.18663,-1.22402,3.92402,0.339611,23.8647,0.305483,0.734092
36.9435,-360.303,-173.924,-5.19115,-0.880773,2.61633,0.193509,25.1087,0.252853,0.577482
37.0435,-360.238,-173.215,-5.19442,-0.628402,1.57826,0.0674565,25.8499,0.176142,0.390625
37.144,-360.135,-172.488,-5.19688,-0.437326,-0.428386,0.180663,26.0531,0.137516,0.302549
37.2435,-360.028,-171.77,-5.19769,-0.266783,-0.495181,-0.0337873,25.8843,0.107704,0.238444
37.344,-360.152,-171.05,-5.19885,-0.20632,-0.486372,-0.115871,25.706,0.0242904,0.0541913
37.444,-360.221,-170.339,-5.20123,-0.204461,-0.479058,-0.0459989,25.5326,-0.00733833,-0.016363
37.544,-360.23,-169.632,-5.20406,-0.207546,-0.477865,0.00945542,25.3604,-0.0100056,-0.02258
37.6445,-360.223,-168.926,-5.20684,-0.212459,-0.478934,0.00359898,25.1873,-0.00465561,-0.0105911
37.744,-360.222,-168.233,-5.20953,-0.216823,-0.480191,-0.000414607,25.0155,-0.00225788,-0.00516939
37.8445,-360.07,-167.537,-5.21168,-0.192262,-0.488822,0.435367,24.8409,0.0532592,0.122728
37.944,-359.565,-166.853,-5.20984,-0.0162389,-0.50585,0.73489,24.663,0.194263,0.450783
38.044,-358.802,-166.17,-5.20018,0.361644,-0.639407,0.936054,24.4655,0.357449,0.836172
38.144,-358.104,-165.494,-5.18169,0.858249,-0.677099,0.695285,24.2303,0.439394,1.0379
38.244,-357.562,-164.825,-5.15624,1.37365,-0.678647,0.572655,23.9899,0.446132,1.06455
38.344,-357.066,-164.162,-5.12513,1.88748,-0.676453,0.560992,23.7499,0.434155,1.0465
38.444,-356.579,-163.507,-5.08867,2.39439,-0.665405,0.51432,23.5114,0.42159,1.02652
38.544,-356.198,-162.858,-5.04758,2.86507,-0.63161,0.336751,23.2811,0.381183,0.937405
38.644,-355.865,-162.216,-5.00307,3.28095,-0.616957,0.392339,23.0598,0.343782,0.853635
38.744,-355.376,-161.58,-4.95464,3.69929,-0.653293,0.685048,22.8355,0.369007,0.925155
38.844,-354.666,-160.952,-4.89991,4.20347,-0.557843,0.75727,22.606,0.446363,1.13026
38.944,-354.015,-160.329,-4.83812,4.76854,-0.53673,0.646009,22.4149,0.476332,1.21651
39.044,-353.374,-159.713,-4.77016,5.345,-0.567747,0.907783,22.2248,0.497204,1.2808
39.1435,-352.384,-159.106,-4.69461,6.02594,-0.596444,1.14571,22.0216,0.611625,1.5898
39.244,-351.264,-158.5,-4.60737,6.86331,-0.592506,1.06332,21.8134,0.71379,1.87286
39.344,-350.325,-157.904,-4.51065,7.72944,-0.580898,0.893373,21.6135,0.734823,1.94603
39.4435,-349.482,-157.319,-4.40629,8.58857,-0.579699,0.85398,21.4168,0.721886,1.92947
39.544,-348.63,-156.734,-4.29323,9.449,-0.582255,0.859276,21.2174,0.711865,1.92058
39.666,-347.598,-156.032,-4.14538,10.4835,0.196691,0.86918,21.1676,0.709265,1.91817
39.766,-346.757,-155.457,-4.01449,11.3299,0.250696,0.877942,21.2598,0.710229,1.91271
39.866,-346.181,-154.881,-3.87533,12.1385,0.31388,0.154556,21.3608,0.626809,1.68038
39.966,-346.089,-154.304,-3.73253,12.7309,-0.0213838,0.0867575,21.4707,0.442235,1.17988
40.066,-345.952,-153.726,-3.58896,13.124,0.0382063,0.27184,21.3798,0.344693,0.923574
40.166,-345.582,-153.149,-3.4428,13.5251,0.268992,0.361313,21.4631,0.334672,0.89309
40.266,-345.607,-152.571,-3.29322,13.8551,0.369769,-0.470427,21.5819,0.202694,0.538016
40.3655,-346.759,-151.99,-3.1497,13.7774,0.340277,-1.56155,21.709,-0.203396,-0.536525
40.466,-348.183,-151.396,-3.018,13.2476,0.300439,-1.33878,21.8393,-0.545546,-1.43064
40.566,-349.403,-150.799,-2.90002,12.4891,0.3237,-1.16982,21.9609,-0.725699,-1.89216
40.6655,-350.406,-150.199,-2.79339,11.6075,0.366901,-1.04167,22.1005,-0.776964,-2.01307
40.766,-351.351,-149.588,-2.69528,10.6703,0.438464,-1.01809,22.2472,-0.785256,-2.02119
40.866,-352.119,-148.974,-2.6065,9.75016,0.472679,-0.535612,22.4067,-0.731346,-1.86919
40.9655,-352.516,-148.357,-2.52348,8.98803,0.481191,-0.464431,22.585,-0.593084,-1.50414
41.066,-353.025,-147.729,-2.44367,8.31703,0.471351,-0.663911,22.7526,-0.532925,-1.34166
41.166,-353.675,-147.099,-2.37015,7.65677,0.410826,-0.768487,22.9138,-0.532602,-1.33136
41.266,-354.26,-146.463,-2.30332,7.00861,0.372565,-0.53536,23.0655,-0.510899,-1.26873
41.366,-354.451,-145.824,-2.24041,6.48816,0.347456,-0.0455993,23.2117,-0.380611,-0.939344
41.466,-354.47,-145.181,-2.17809,6.17214,-0.0681927,-0.070173,23.2422,-0.26053,-0.642199
41.566,-354.629,-144.538,-2.11654,5.91753,0.355406,-0.283483,23.3176,-0.222516,-0.546659
41.666,-354.915,-143.89,-2.05729,5.63555,0.50654,-0.346318,23.4866,-0.225868,-0.55087
41.766,-355.211,-143.238,-2.00095,5.35147,0.376303,-0.337064,23.6536,-0.232296,-0.562574
41.8655,-355.528,-142.584,-1.94791,5.06287,0.448998,-0.481028,23.819,-0.245691,-0.590882
41.966,-356.048,-141.918,-1.89868,4.71188,0.39786,-0.700038,23.9792,-0.318107,-0.759904
42.066,-356.748,-141.252,-1.85673,4.2466,0.300661,-0.807235,24.0925,-0.418493,-0.994949
42.166,-357.367,-140.582,-1.82244,3.71891,0.371429,-0.675372,24.1981,-0.458568,-1.08541
42.266,-357.845,-139.908,-1.79451,3.17853,0.30389,-0.470133,24.3487,-0.434885,-1.02303
42.366,-358.127,-139.23,-1.77084,2.71729,0.328222,-0.251845,24.4702,-0.360666,-0.844296
42.466,-358.308,-138.549,-1.74972,2.34701,0.383881,-0.216524,24.6,-0.281207,-0.654841
42.5655,-358.497,-137.867,-1.73063,2.04595,0.458828,-0.288985,24.7539,-0.234473,-0.542621
42.666,-358.767,-137.174,-1.71403,1.75418,0.446061,-0.357158,24.9238,-0.226719,-0.521086
42.766,-359.065,-136.48,-1.7009,1.46337,0.545057,-0.366892,25.0942,-0.231274,-0.527946
42.8655,-359.358,-135.784,-1.69135,1.17285,0.42868,-0.36219,25.2586,-0.23411,-0.53095
42.966,-359.652,-135.076,-1.68525,0.878269,0.393832,-0.364104,25.4177,-0.235065,-0.529774
43.0665,-359.946,-134.365,-1.68277,0.582674,0.50471,-0.367538,25.5732,-0.235808,-0.528211
43.166,-360.238,-133.655,-1.68393,0.289028,0.485086,-0.370989,25.7316,-0.236672,-0.526886
43.266,-360.533,-132.938,-1.68877,-0.0071126,0.423662,-0.374866,25.8924,-0.237601,-0.52567
43.3655,-360.827,-132.221,-1.6973,-0.302747,0.452198,-0.378126,26.0441,-0.238439,-0.524447
43.4655,-361.118,-131.495,-1.70967,-0.600465,0.409749,-0.342578,26.2013,-0.236676,-0.517446
43.566,-361.201,-130.761,-1.72492,-0.853931,0.497698,0.147208,26.3679,-0.159806,-0.347197
43.6655,-361.049,-130.03,-1.73936,-0.953019,0.484161,0.20797,26.5493,-0.044234,-0.0954817
43.766,-360.879,-129.287,-1.75183,-0.947676,0.44797,0.200786,26.7217,0.0321565,0.0689115
43.8655,-360.7,-128.546,-1.76205,-0.875074,0.469755,0.245205,26.8851,0.0821255,0.17497
43.966,-360.543,-127.793,-1.77017,-0.754817,0.51306,0.185325,27.0589,0.100074,0.211853
44.066,-360.414,-127.039,-1.77643,-0.627489,0.445375,0.164825,27.228,0.10169,0.213949
44.1655,-360.29,-126.284,-1.78106,-0.499158,0.481585,0.168958,27.4012,0.0999801,0.209023
44.266,-360.162,-125.517,-1.78408,-0.368768,0.498186,0.174637,27.5768,0.0997012,0.207111
44.366,-360.032,-124.749,-1.78537,-0.238349,0.49569,0.176834,27.7433,0.100031,0.20655
44.466,-359.901,-123.975,-1.78491,-0.107178,0.395982,0.178853,27.9111,0.100344,0.205949
44.566,-359.77,-123.198,-1.78267,0.0247151,0.486161,0.180697,28.0738,0.100602,0.205279
44.6655,-359.639,-122.42,-1.77865,0.156683,0.459192,0.182926,28.2515,0.100861,0.204515
44.766,-359.505,-121.628,-1.77273,0.290713,0.442745,0.185078,28.4204,0.101131,0.203845
44.8655,-359.373,-120.841,-1.76501,0.424169,0.470241,0.187104,28.5918,0.101393,0.203145
44.966,-359.238,-120.04,-1.75529,0.559702,0.455587,0.189316,28.7621,0.101639,0.202433
45.066,-359.102,-119.239,-1.74367,0.695516,0.526708,0.193912,28.9333,0.102347,0.202634
45.1665,-358.99,-118.429,-1.73004,0.830386,0.488259,0.0762685,29.1174,0.0912963,0.179616
45.2665,-359.206,-117.617,-1.71685,0.859567,0.483787,-0.517029,29.2846,-0.0334431,-0.0654034
45.366,-359.535,-116.806,-1.70808,0.711864,0.464297,-0.36243,29.4551,-0.126831,-0.246646
45.4665,-359.745,-115.981,-1.70302,0.532229,0.460818,-0.248867,29.6257,-0.143301,-0.277064
45.5655,-359.866,-115.164,-1.7004,0.362241,0.470838,-0.0467638,29.7856,-0.118447,-0.227784
45.6655,-359.86,-114.334,-1.69855,0.251069,0.519751,0.0645655,29.9673,-0.0580348,-0.110933
45.7665,-359.772,-113.491,-1.69589,0.223602,0.415636,0.157881,30.1365,0.00226378,0.00430499
45.8655,-359.69,-112.66,-1.69193,0.251147,0.435378,0.0916792,30.2976,0.0311316,0.0588715
45.966,-359.641,-111.812,-1.68694,0.292067,0.513348,0.0600265,30.4657,0.0356513,0.0670591
46.0655,-359.602,-110.967,-1.68136,0.334848,0.442669,0.0595118,30.6305,0.0340052,0.0636247
46.166,-359.56,-110.11,-1.67509,0.378531,0.4133,0.0621875,30.7902,0.0327669,0.060993
46.2665,-359.52,-109.248,-1.66817,0.420818,0.47754,0.0547604,30.9502,0.0317082,0.0587198
46.3655,-359.525,-108.395,-1.66093,0.451641,0.529078,-0.0718813,31.1254,0.0127277,0.0234568
46.4655,-359.633,-107.528,-1.65451,0.424192,0.440245,-0.174348,31.2972,-0.0315183,-0.0576498
46.5985,-359.763,-106.369,-1.6485,0.332966,-0.306015,-0.12212,31.4069,-0.0526125,-0.0959053
46.698,-359.837,-105.502,-1.64549,0.259178,-0.441954,-0.108422,31.2597,-0.0525049,-0.0961019
46.798,-359.909,-104.636,-1.64357,0.184231,-0.447534,-0.109785,31.0986,-0.050891,-0.0935651
46.8975,-359.983,-103.779,-1.64277,0.10995,-0.444992,-0.112761,30.9335,-0.050559,-0.0934
46.998,-360.127,-102.918,-1.64339,0.021174,-0.446483,-0.395298,30.7729,-0.0796995,-0.148069
47.0985,-360.409,-102.061,-1.64738,-0.151933,-0.447304,-0.409775,30.6116,-0.137853,-0.257489
47.198,-360.669,-101.217,-1.65538,-0.368212,-0.44752,-0.354492,30.4517,-0.160209,-0.300871
47.298,-360.901,-100.374,-1.66697,-0.591484,-0.444829,-0.328211,30.2918,-0.163768,-0.309236
47.398,-361.138,-99.5346,-1.68184,-0.817714,-0.450831,-0.428235,30.1315,-0.168695,-0.320292
47.4975,-361.585,-98.7043,-1.70121,-1.10609,-0.468166,-0.809301,29.9675,-0.250872,-0.478952
47.598,-362.321,-97.8708,-1.72944,-1.57217,-0.503462,-1.17438,29.7742,-0.389647,-0.74867
47.6975,-363.169,-97.0512,-1.76874,-2.19931,-0.510123,-1.25624,29.5979,-0.501734,-0.96985
47.7985,-364.017,-96.2248,-1.82076,-2.93372,-0.498985,-1.14749,29.422,-0.557171,-1.08357
47.8975,-364.794,-95.4203,-1.88284,-3.68548,-0.496621,-1.08087,29.2522,-0.566805,-1.10881
47.998,-365.56,-94.6093,-1.95638,-4.44971,-0.496389,-1.06086,29.0801,-0.564392,-1.11067
48.098,-366.317,-93.8081,-2.03978,-5.20599,-0.496028,-1.0455,28.909,-0.561418,-1.11139
48.1975,-367.066,-93.0168,-2.13268,-5.95389,-0.496764,-1.03875,28.7383,-0.558254,-1.11172
48.298,-367.821,-92.2235,-2.23636,-6.70483,-0.496923,-1.02931,28.5659,-0.557059,-1.11605
48.3975,-368.565,-91.4443,-2.3486,-7.44387,-0.500393,-1.01943,28.3945,-0.556225,-1.12111
48.4975,-369.308,-90.6674,-2.47082,-8.18286,-0.499684,-1.00298,28.2216,-0.554801,-1.1251
48.598,-370.05,-89.893,-2.60294,-8.92132,-0.49971,-0.991754,28.048,-0.552955,-1.12834
48.6975,-370.779,-89.1328,-2.74272,-9.64852,-0.500161,-0.981755,27.8758,-0.550711,-1.13074
48.798,-371.486,-88.3715,-2.89265,-10.372,-0.494414,-0.886797,27.7025,-0.53894,-1.11352
48.8975,-372.108,-87.6242,-3.04884,-11.0512,-0.488845,-0.784517,27.5329,-0.508483,-1.05712
48.998,-372.717,-86.8758,-3.21357,-11.699,-0.49316,-0.810451,27.3607,-0.486459,-1.01773
49.0975,-373.34,-86.1413,-3.38355,-12.3281,-0.494945,-0.826074,27.189,-0.480689,-1.01197
49.198,-373.977,-85.406,-3.56227,-12.9587,-0.496168,-0.818669,27.015,-0.480462,-1.01801
49.298,-374.605,-84.681,-3.74698,-13.5822,-0.497009,-0.805499,26.8415,-0.479635,-1.02285
49.398,-375.229,-83.9628,-3.93835,-14.2021,-0.497872,-0.794894,26.6676,-0.478257,-1.02657
49.4985,-375.883,-83.2479,-4.13731,-14.8264,-0.506717,-0.878223,26.4912,-0.489173,-1.057
49.598,-376.647,-82.5472,-4.34167,-15.4883,-0.520236,-1.01041,26.3122,-0.532437,-1.15824
49.6985,-377.432,-81.8472,-4.55629,-16.2032,-0.517771,-0.951462,26.1313,-0.560947,-1.22869
49.7975,-378.163,-81.1652,-4.77531,-16.9155,-0.515497,-0.899131,25.9543,-0.565775,-1.24776
49.898,-378.884,-80.4804,-5.0048,-17.6357,-0.516562,-0.882567,25.7747,-0.562161,-1.24847
49.998,-379.597,-79.8067,-5.24001,-18.3477,-0.517508,-0.869239,25.5956,-0.558561,-1.24917
50.098,-380.238,-79.1405,-5.48165,-19.0434,-0.492844,-0.582553,25.4187,-0.530611,-1.19496
50.198,-380.631,-78.4811,-5.72757,-19.6394,-0.613912,-0.41853,25.2429,-0.436952,-0.991107
50.298,-381.018,-77.8285,-5.97571,-20.1278,-0.634753,-0.504009,25.0179,-0.388843,-0.889936
50.3975,-381.473,-77.1869,-6.22513,-20.5944,-0.637538,-0.566462,24.7929,-0.380381,-0.878313
50.498,-381.955,-76.5468,-6.48007,-21.0608,-0.636131,-0.55663,24.5656,-0.383769,-0.894299
50.598,-382.424,-75.9178,-6.73665,-21.5212,-0.635887,-0.535858,24.3398,-0.383657,-0.902355
50.6975,-382.88,-75.2998,-6.99459,-21.9757,-0.635903,-0.524301,24.1151,-0.381126,-0.90477
50.798,-383.338,-74.6835,-7.25762,-22.4311,-0.635764,-0.516726,23.888,-0.378617,-0.907371
